feat_MedInc,feat_HouseAge,feat_AveRooms,feat_AveBedrms,feat_Population,feat_AveOccup,feat_Latitude,feat_Longitude,price,Latitude,Longitude,shap2_0,shap2_1,shap2_2,shap2_3,shap2_4,shap2_5,shap2_6,shap2_7,shap2_8,shap2_9,shap2_10,shap2_11,shap2_12,shap2_13,shap2_14,shap2_15,shap2_16,shap2_17,shap2_18,shap2_19,shap2_20,shap2_21,shap2_22,shap2_23,shap2_24,shap2_25,shap2_26,shap2_27,umap_1,umap_2,cluster
3.0592,45.0,4.5501285347043705,1.0874035989717223,1410.0,3.6246786632390746,34.07,-118.12,2.125,34.07,-118.12,-0.0381175205773439,0.018780873662048544,-0.0022007059072197063,-0.002187887503688808,0.04514877903767532,0.024859253419741337,-0.007949947424523117,-0.0013605230424235558,1.7242425197007996e-05,0.0006238141049160806,-0.01780653982294315,0.0005677668549384702,0.0003140674845954796,-0.0006661709815696918,0.0001509585046165929,0.0050736725381157755,-0.0019982234262522075,-0.0011557109641398323,0.0004544110783291056,0.0002716288999492065,0.0012587376701931213,0.004275545620894647,-0.00311045068053288,-0.0006009540334903172,-0.0011513821681027236,-0.032069808150024255,-0.004208065561081505,0.06820840834634925,9.43376,0.63975745,1
2.0769,34.0,5.527777777777778,1.25,673.0,4.673611111111111,33.94,-118.24,0.883,33.94,-118.24,-0.018578670021667746,-0.009809152861607766,-0.0005302833845971064,-0.0017137884743583449,0.05857036170130255,0.028822647365861286,-0.0030942565869000096,-0.0010014468039008788,0.0032751856021950862,0.0007068575439669099,-0.014402843717817807,-0.0011744125109765997,0.0002637075528630571,-0.0005656490350431412,-0.0018386803014647302,0.007312553619235481,-0.0005112816367387543,-0.0023301500818937162,-5.49499612629078e-05,0.00017831092596879892,0.00046907654179124215,0.007417522404533978,-0.00543944529491871,-0.0005713845283549143,0.0012380193928496757,-0.031632193347906,-0.006653395573502694,0.05364224257617984,9.30318,2.7387557,-1
3.1534,19.0,5.35251798561151,1.0743405275779376,1149.0,2.7553956834532376,33.86,-117.87,3.244,33.86,-117.87,-0.0021404780134690305,-0.0023037493467940626,-0.002303917551557442,-0.0004628997965407136,-0.02446646938520023,0.027144034655494278,-0.00045058784641948123,0.0008587930591147678,0.0003476179953755298,2.4414037116986053e-06,0.01435153872574271,-0.0026439740848927785,-0.0009304294796895804,-0.0006813108039937274,6.086190491741289e-05,-0.0008071735380000497,-0.0016496107414200698,-0.0017169661081035878,3.082185596743781e-05,0.000856628629369445,0.001063945465851335,0.003613603175409992,0.001617680117226053,-0.00014877815139540328,-0.00021472130785982224,0.00927029553650825,0.010416338245538751,0.06192363196295499,1.9632932,5.057058,0
3.7813,35.0,5.002331002331002,1.0023310023310024,1230.0,2.867132867132867,33.86,-117.96,1.849,33.86,-117.96,-0.015059116015606076,0.017486970501575716,0.0009251648809134423,-0.0014366498839904222,-0.04186343288328523,0.0006388002114646865,-0.0024921103591343157,-0.00045213591680028564,-0.00045914624276151126,0.001037967631215121,-0.012095177057838856,0.001887561106415679,0.0009966208352686597,0.00057122866770535,0.0005088956554396745,0.002271725248379438,-0.0015926866198914653,-5.536213912752642e-05,-0.000513657801333449,0.0004917185959166222,-0.0011437545375883413,-0.006507355413029022,0.0009667640581522302,-8.252901555844555e-05,-0.00016216205792559903,0.006152555941502107,0.008527731093891856,0.047831604112699815,0.27662003,5.643672,0
3.3086,7.0,5.181032290872108,1.1022120518688023,11973.0,3.044241037376049,34.57,-118.1,1.381,34.57,-118.1,0.03869190816489835,0.004550097677476835,-0.0013130565570194544,-0.00031607592735499664,-0.02708438934409292,0.004572228605643421,-0.03001990521598002,-0.010565956576579123,-0.0017302610644517138,-0.02878563281156858,0.02742736451948722,0.0007426321317448034,-0.0001613522496738308,-0.000967479282591437,0.0053187968577098005,-0.0015192019505862503,-0.002923971617114644,0.0031870846516700744,0.0005174024857675476,-0.0008710451039151893,-0.00012905652512688976,0.00412814441007926,-0.0009948006908981593,-0.006365298934324327,0.005048291251257075,-0.00685481494746592,0.003064595514633542,-0.024532596638422145,-0.21951975,3.9937534,0
2.3454,33.0,2.8876404494382024,1.0589887640449438,753.0,2.115168539325843,34.43,-119.72,2.438,34.43,-119.72,-0.03687129267614186,0.053937120710275684,-0.002503298745460615,0.0008110506549046767,-0.0340001141264905,0.029371275722926138,0.02152958912077495,0.0026215288259126565,0.00020455331405949822,0.000720768670080009,0.025754741276098954,0.0034687807909512484,-0.0004135080848110459,0.0003275696812187436,-0.0024374515849147974,0.012298554818750595,-0.008762787371283482,0.004165245670137439,-0.00036043110240345586,-0.0030464290021951675,0.0016632278639200282,0.004667920518846339,0.0027252590026268023,0.0015082158716864908,-0.0006193998271076358,0.02087136711961095,0.027029277458546573,0.05907379834966547,2.7644727,6.254054,0
2.9531,28.0,4.341753343239227,1.098068350668648,3013.0,4.476968796433878,33.91,-118.16,1.271,33.91,-118.16,-0.005486433057952661,0.027097434815564748,-0.002432703584286087,-0.0016679095610221146,0.04229382332168283,0.025030929370105218,-0.0077347809198958645,0.001653782093274676,8.96626157397372e-05,7.349295770747046e-05,-0.004460344665837804,0.007098693650466328,0.0016206081718113032,-0.00046590589314635784,0.0004112245336170163,0.004133760359159261,-0.0017287791102955905,0.0002666430181574444,-0.0013755877367739953,-0.0014470119343863838,0.0012715976772535679,0.004108219411774028,0.008937685807421375,3.316096486962605e-06,0.0033938618584949307,-0.02834557479259193,-0.00224393432921638,0.05381400806175177,8.098323,0.94484335,1
1.2455,41.0,4.065217391304348,1.0869565217391304,1805.0,3.567193675889328,33.95,-118.3,1.008,33.95,-118.3,-0.0386996450182616,-0.021114316152287857,-0.0030081728885060547,-0.001683695664983964,0.05559606507669883,0.02749207249968631,-0.003702974698974665,-0.001103830773463959,0.0001523716432461594,0.00035195246226567273,-0.014562013269577507,0.0004778452200890012,0.0001983884044217427,-0.0005611581673262145,0.0001763055812333234,0.0034481743245413673,-0.0019622023021951527,-0.0023471820430343467,0.0004544110783291056,-0.0002462480353639965,0.0034913264926075753,0.002843674463394851,-0.0028028371350110196,-0.0005735030795575514,-0.001196583788979532,-0.03246530776592637,-0.005791824099294077,0.05283546206925495,9.28405,4.210426,2
2.5964,29.0,3.8279220779220777,1.0162337662337662,1255.0,4.074675324675325,34.07,-118.1,1.768,34.07,-118.1,-0.008664058147538494,0.04255557143050855,0.0013897856225734832,-0.0018897897026162248,0.04068936273076983,0.029507190810934947,-0.0061741297080324916,0.0021794603991449777,-0.0005360392102786214,0.0005675220577868889,-0.0030690178701005964,0.00694028795082331,0.0017329234062639137,-0.0003372074142547752,0.0004662776117458703,-0.008299446447465773,-0.0006032609097397433,-0.0023986422945528186,0.00014655783869529316,0.00485078397450542,0.0007105495522987654,-0.005050129944484695,-0.004634480414517573,-0.000573460073861734,-0.0007752852506881718,-0.026574926054007488,-0.003545163451177893,0.06099671024249898,7.822972,-0.058721557,1
3.9156,23.0,5.473107569721115,1.1364541832669324,2873.0,2.8615537848605577,33.85,-118.03,2.241,33.85,-118.03,-0.0007658311744670021,0.011879260950783524,-0.0018937715764436806,-0.0007092065880874247,-0.029694088043996338,-0.004400327739060076,0.0013734552847323408,0.001139223929233436,0.000747308502271738,-0.00036152620970527103,0.012487096464358211,-0.0006766677842946374,0.0018381942313121372,-0.0006987165438304148,0.00031016982247926417,-0.0013447519218472712,-0.001743847393842541,-0.0005435766869290915,-0.000325180860106326,-0.00040038234352904843,0.0014904106599659727,0.00813639078714876,-0.0032483974783703773,-0.0007056094155184749,0.0014643404444596455,0.005057112001233023,0.007202143096022794,0.051764167628978286,0.8288336,5.1401124,0
