feat_MedInc,feat_HouseAge,feat_AveRooms,feat_AveBedrms,feat_Population,feat_AveOccup,feat_Latitude,feat_Longitude,price,Latitude,Longitude,shap_MedInc,shap_HouseAge,shap_AveRooms,shap_AveBedrms,shap_Population,shap_AveOccup,shap_Latitude,shap_Longitude,winter_MedInc,winter_HouseAge,winter_AveRooms,winter_AveBedrms,winter_Population,winter_AveOccup,winter_Latitude,winter_Longitude,umap_1,umap_2,cluster
3.0592,45.0,4.5501285347043705,1.0874035989717223,1410.0,3.6246786632390746,34.07,-118.12,2.125,34.07,-118.12,-0.3962528208904791,0.03275600582156449,-0.020038079497011488,0.02742496353870607,0.0037390085881618164,-0.310202626533538,0.33422842519537527,-0.15265657028627103,-8.306104674065672,-0.4358083413112047,0.007848637683302922,0.5700119320986022,-0.015041055036054123,-5.746493458643471,5.333405963015447,-1.0278528850107798,-2.7802632,-5.868234,3
1.5174,43.0,4.609004739336493,0.9786729857819905,1492.0,3.5355450236966823,36.76,-119.77,0.546,36.76,-119.77,-0.8417857899816288,0.03928545720184013,-0.06462908266745032,-0.01853973100167284,0.008338030052791205,-0.2875652779228834,-0.3039403660735614,-0.22304639291437076,-15.654127179247064,-0.0005946087843219355,-1.8297038339790785,-0.6732968560778142,0.06184676556035796,-3.033921628266137,-5.05866566735878,-7.649200057985897,9.701038,-2.775165,7
4.087,26.0,5.651376146788991,1.036697247706422,1952.0,5.969418960244648,37.34,-121.83,1.825,37.34,-121.83,-0.042173844419023124,0.010356051179133487,-0.043717617961348085,-0.005608077488166532,0.00741005392326804,-0.3459400924232697,-0.051885979956009784,0.28581458806154475,-1.0572940560366904,-0.053440897715506495,-0.8370192816635433,-0.023850729557779095,0.13818772990090725,-6.879015285414706,0.37719737572208933,4.620336763087808,10.965246,2.1584911,6
6.3199,23.0,6.909407665505227,0.975609756097561,978.0,3.407665505226481,34.3,-118.71,2.367,34.3,-118.71,1.0220558744833634,-0.03332205911074015,0.08513376993855262,-0.04186141175211732,-0.004049918297111283,-0.3412077671323365,0.23069245098827096,-0.06857991022087767,23.62520733062781,-1.300675021135681,1.7052971551704348,-0.9951810726586967,-0.3929137466887563,-7.324427534041434,2.0247027941382774,-0.3647893274718178,1.782925,12.119183,5
2.1991,47.0,4.712765957446808,1.0425531914893618,517.0,2.75,37.97,-121.24,0.672,37.97,-121.24,-0.6497464638308543,0.018629630521591344,-0.05728306380542068,0.005830992585583699,-0.015438481450559984,-0.04417608524503262,-0.5955989758825476,0.09466985308187631,-12.831342710908272,-0.6384684009916899,-1.058933603847314,0.038834942802509154,-0.36485868426648177,-1.214814462806947,-7.911182586739264,-0.881486373749781,15.386478,-2.7484515,0
3.7159,52.0,4.574829931972789,0.9897959183673469,560.0,1.9047619047619047,37.78,-122.45,4.944,37.78,-122.45,0.19561995310914765,0.2764504909572661,0.0011156843272472619,-0.006529709419692525,-0.005992046600324198,0.8129024055559437,0.008395486484053152,1.0380389560661307,-0.03862866323565614,6.91769801248348,0.06682837198043637,-0.529510419378864,-0.033593353176220433,15.990106977867798,4.7729608136835715,19.254162669370867,9.295994,5.739027,6
3.5781,4.0,19.178571428571427,2.8452380952380953,275.0,3.2738095238095237,33.89,-117.13,2.444,33.89,-117.13,-0.17273797775607513,-0.0025009124117384846,0.13425630728175847,0.09187234638050745,-0.03630414056500773,-0.12845830606194478,0.20688445791113627,-0.5058301258221254,-3.5045988259877054,1.717774491637167,3.5398521990278256,2.03167967356382,-1.1922306264289477,-3.476281708148164,1.375594315884278,-8.748156540418055,1.7518932,5.6814256,1
6.4335,7.0,7.383081896551724,1.2672413793103448,4446.0,2.3954741379310347,32.83,-117.08,2.606,32.83,-117.08,1.1331316945832897,-0.27612197834174357,0.10676232411934322,0.02524740851999717,0.02811868715295497,0.1787440002450153,0.40182375619983757,-0.5499928088436503,21.841392614008335,-9.194525221538221,3.1295418307656195,1.0152451147471464,0.9577953551931986,6.8536023261339345,3.8195249494416017,-7.4683152960506645,1.3422935,11.488065,5
6.0661,24.0,6.329787234042553,0.9817629179331308,2194.0,3.3343465045592704,34.27,-119.17,2.348,34.27,-119.17,0.7444472265347627,-0.028887206373727603,-0.018652753079386734,-0.038048609917558485,0.013840771825517776,-0.29818874675261536,0.2211960543991535,-0.05474140485809424,17.33438246492718,-0.8427399251123063,-0.07313171404917,-0.8402951334621153,0.2028207992191132,-6.487013816531592,1.7374268020153674,-0.21214284144545717,1.74913,10.425891,5
1.9066,31.0,4.217570350034317,1.0240219629375429,5666.0,3.888812628689087,35.26,-118.9,0.546,35.26,-118.9,-0.7131805899379021,0.005397808814367121,-0.07316116868995502,-0.02112444136158631,0.0022635769884664257,-0.28929661172716614,-0.2133614749589151,-0.23245995821381815,-14.058191507381345,-0.006895697563875757,-1.7468130345252482,-0.41965836899691994,0.6967856483054223,-3.4020923664478264,-4.069853511758612,-7.691738343361814,9.627331,-2.5907311,7
2.0769,34.0,5.527777777777778,1.25,673.0,4.673611111111111,33.94,-118.24,0.883,33.94,-118.24,-0.6547481812489446,0.01403280323348628,-0.07575452043096355,0.03162643467346329,-0.0073252885988909335,-0.2963506707560558,0.2904472790389454,-0.16093352380622217,-14.150881358900962,-0.4056087558535932,-1.6495388605528283,0.6579369042433049,-0.28484361360525423,-5.018316335195786,4.719179444857477,-1.0480407828959932,-1.8505819,-3.6469457,3
1.5217,34.0,4.374509803921568,1.0686274509803921,1568.0,3.074509803921569,32.97,-115.53,0.603,32.97,-115.53,-0.7527276829603278,0.009065245601260073,-0.05815387826048964,-0.0016825973309131763,0.007543129467754704,-0.10253398306405344,0.4614709240195369,-0.8993380602324845,-15.479279747627528,-0.2846431332034344,-1.7421347134440461,0.01381378572784642,0.1902737688143607,-1.6067613647908592,5.782622976177929,-13.601029626848572,-4.0728216,8.991179,4
5.0893,25.0,4.393530997304582,0.9514824797843666,1546.0,4.16711590296496,37.47,-122.13,1.734,37.47,-122.13,0.25155781046384895,0.016330997463261478,-0.03920118780382307,-0.005685549720947015,0.009245018321927203,-0.34363173755469295,-0.01203707987051081,0.47069702646718664,5.550997396330481,0.12233286312571873,-0.7117756994187242,-0.5737939212048032,0.20921089800457085,-7.690953860986685,2.266602213808998,7.772886065665477,11.435621,3.7360625,6
2.3043,32.0,5.649606299212598,1.0905511811023623,690.0,2.716535433070866,40.02,-122.06,0.684,40.02,-122.06,-0.5312803292799797,-0.0012406619585841792,-0.07433330172262814,0.018835213262310746,0.004926828906648296,-0.042058885859041314,-0.8416787914100017,0.3006395711069366,-10.448879760889103,-0.8440260924579223,-2.0946087967288647,0.26090789163428224,0.2762874363592644,-1.2147789236777597,-13.57245253429503,4.313743640968356,16.635736,-1.6090237,0
2.6648,39.0,5.598705501618123,1.0032362459546926,899.0,2.9093851132686086,36.4,-119.18,1.292,36.4,-119.18,-0.5685606969780236,0.04092296215158157,-0.08602354201086225,-0.016933040838587776,0.006975123434295546,-0.13130888830428325,-0.2780964771756489,-0.25047376288968776,-9.180753694868647,-0.04271166123849333,-2.0225095562677717,-0.3684773378525559,0.1414554606889917,-1.9153210591201997,-3.7221361013300327,-8.559512502235616,9.510663,-1.3564037,7
2.6042,46.0,4.489563567362429,1.0910815939278937,1647.0,3.1252371916508537,37.79,-122.22,1.247,37.79,-122.22,-0.5426086186584128,0.02970778821262734,-0.03010106659576426,0.01815340423067115,0.009489102963165304,-0.15679663011022218,-0.3632255966151913,0.3386152299421162,-10.343132528922908,-0.424740708579748,-0.7032364717646998,0.29339286637202205,0.17708509356668675,-1.6911102701335787,-5.565984538171231,4.322398825013222,12.53496,-0.76984674,7
3.1534,19.0,5.35251798561151,1.0743405275779376,1149.0,2.7553956834532376,33.86,-117.87,3.244,33.86,-117.87,-0.2661402024461742,-0.017337829586249128,-0.07493995255951624,0.006523718398097055,0.005787187323252856,-0.0510787144182788,0.34296372742629555,-0.19376475959778444,-5.041520630127097,-0.0771003464387965,-1.5040692576712276,0.13140412710606428,0.1338265333439137,-1.5564133427557305,4.646196029262033,-1.6920596219262907,-5.2524657,-0.9533999,3
5.3994,23.0,5.019157088122605,1.0229885057471264,910.0,3.4865900383141764,37.44,-121.88,2.379,37.44,-121.88,0.5129792237302943,-0.013252722086401101,-0.0442307989814841,-0.017310071471857053,-0.0009115196176569385,-0.34349440984631463,-0.06320984739852326,0.2708371247264467,10.806694342685578,-0.5182905070651744,-0.7438396507781058,-0.325140672939907,-0.1454058574595027,-7.2634992172420665,0.3667047028037746,3.8509164410854604,11.956624,5.7651043,2
0.9142,52.0,2.0153452685421995,1.184143222506394,805.0,2.0588235294117645,32.72,-117.16,1.625,32.72,-117.16,-0.7901783322138832,0.1079760411991662,0.2957774288215608,0.027026331165780466,0.004103411643746985,0.5317440022238888,0.5239284370781322,-0.7334607843759412,-14.655309726822113,0.5270545157787023,11.456600600775829,0.17945618555578624,0.12618838346662906,7.087917303886431,6.107010843950371,-11.490587395742583,-3.5086915,7.4588714,4
3.7813,35.0,5.002331002331002,1.0023310023310024,1230.0,2.867132867132867,33.86,-117.96,1.849,33.86,-117.96,-0.09838731221800445,0.029314588000041227,-0.038124478448977026,-0.026932995317665007,0.006951431158729644,-0.12306299665581581,0.31541178872429126,-0.1751396684293324,-1.512141288209606,0.039750604610300534,-0.213167147390661,-0.5685893759421318,0.1443129041593905,-2.28179505929614,3.77054337371981,-1.5783068753856035,-5.27037,-0.09059529,3
4.1,30.0,4.576687116564417,1.0552147239263803,1048.0,6.429447852760736,33.73,-117.9,1.664,33.73,-117.9,-0.0002797613875538696,0.013780142522593688,-0.03331691459585151,0.002944488467814975,-0.004401988507458373,-0.4217958782807176,0.2664504436709263,-0.20066240815272057,0.2982383813316686,-0.0930026708314275,-0.5369718442351659,0.09709583855524874,-0.1859546592884012,-8.141312750780845,3.137353551501573,-2.1210833715119746,-6.55309,1.527947,3
3.3086,7.0,5.181032290872108,1.1022120518688023,11973.0,3.044241037376049,34.57,-118.1,1.381,34.57,-118.1,-0.22057488964325636,-0.1116827438472515,-0.07039744542727235,0.022808468560015678,0.025616754394509913,-0.13292548038410004,0.1500940376324051,-0.255538708268418,-4.103890921053359,-0.7554142303724459,-1.2991980382498465,0.4237715178517479,0.0306004388695774,-3.5723365174319555,1.5852478796642626,-4.1607802689453495,-5.487313,-0.62667984,3
4.1696,30.0,6.083333333333333,1.0277777777777777,1372.0,3.175925925925926,36.74,-121.64,1.75,36.74,-121.64,0.08224289372397328,0.021586554088304125,-0.027267454854784618,-0.014978115994157425,0.012075089224452525,-0.2799090652036588,-0.06740147061942676,0.21042714514059288,1.8893313121811959,0.3397654185230179,-0.2675659713668937,-0.36580092576683176,0.2648751084113088,-5.5613222316713635,0.13359051021661655,2.3026382895788498,11.423627,3.5967228,6
2.3454,33.0,2.8876404494382024,1.0589887640449438,753.0,2.115168539325843,34.43,-119.72,2.438,34.43,-119.72,-0.5052023403935941,0.04475250909301469,0.04256702680256065,0.004031590008909168,0.007269658844772445,0.4557855777313702,0.39505082901786404,0.16331679408015928,-11.310636838303198,0.647208766697119,1.9879435116399986,0.04755642848690757,-0.027651507226674206,8.540029113460449,6.2002740298002115,6.0667093991463,-2.5360231,-0.69960415,3
3.2188,31.0,4.511700468018721,1.0686427457098284,2104.0,3.282371294851794,37.97,-122.35,1.138,37.97,-122.35,-0.2072131464111728,-0.003720631501290794,-0.012952422912362574,0.0034245120983881884,0.016193650829845613,-0.18073800215083138,-0.6231365363368151,0.405605006001614,-4.4036797535501,-0.5458376169440483,-0.011450252771155871,0.038834942802509154,0.32029068159705687,-4.221950967947927,-8.123716537951266,4.896758097112419,17.360027,0.7047139,0
2.8393,26.0,3.696969696969697,1.0649350649350648,396.0,1.7142857142857142,37.58,-122.35,3.75,37.58,-122.35,-0.3941809361815449,0.046112637511435274,0.028652372679607425,-0.004744637518325041,-0.0450100013527674,0.7638523230995423,-0.07459987957868855,0.6851154730378086,-10.364189308192529,1.6303057461932293,1.2397776806796985,-0.08786218793214944,-0.6238179497318137,12.493330466447013,0.5757273774600656,15.240675209017777,9.172686,5.82067,6
8.1926,15.0,7.429495472186288,1.0,2380.0,3.0789133247089264,33.64,-117.7,3.266,33.64,-117.7,1.952231612360293,-0.12406658145862616,0.11744195033377194,-0.03430448826074437,0.023835186650631317,-0.04271660561994663,0.23777617294399808,-0.333319568043666,39.058406816048574,-2.8922092230968763,2.9215861255704425,-1.106994027314908,0.4090485788166467,0.5708847411271241,2.5336773877274483,-5.556846820764243,3.6618786,13.329134,5
6.101,42.0,6.496815286624204,0.9936305732484076,398.0,2.535031847133758,34.16,-118.0,3.118,34.16,-118.0,1.0494474483116571,0.18230239702208767,-0.005796037148778285,-0.03094728037494039,-0.05630066440874017,0.23528550353208064,0.3181456063932444,-0.15517529203661137,17.73640991632777,6.513288832257238,0.0136179670863657,-0.8938664150140172,-1.1391322202188974,6.665313818237793,3.297966057349912,-1.4543643302261562,2.5605235,11.066776,5
3.2028,32.0,4.217270194986073,1.1350974930362117,1704.0,2.3732590529247912,37.78,-122.49,3.229,37.78,-122.49,-0.019931542616238827,0.03730156645368581,0.008902914820854734,0.011007094214625165,0.011720752201236114,0.2911481532834245,-0.025145900090795856,1.0814126326736588,-3.9456878358091223,1.2482126392549093,0.4177528264192302,0.35171883833739337,0.2268039994577516,4.316931472344734,3.568223042411093,21.744358436393032,9.317843,6.5460076,6
2.0216,32.0,5.685714285714286,1.126530612244898,999.0,4.077551020408163,36.55,-119.79,0.768,36.55,-119.79,-0.7162164546284145,0.005266960786483991,-0.0693852910377201,0.039583483556557206,0.001918001608564042,-0.2913551536785532,-0.27367675504558125,-0.20338578952025108,-13.70744278825082,-0.041694479347877324,-1.5537357524578916,0.9220479430644842,-0.21060941064558347,-3.3551033773331675,-4.595362860507991,-7.6031192336994575,9.656151,-2.453666,7
4.194,47.0,5.0928571428571425,1.0767857142857142,1130.0,2.017857142857143,33.73,-118.3,2.939,33.73,-118.3,0.3732558236673409,0.22986806563316828,-0.05359046865131799,-0.014961131430487017,0.008752144690789923,0.7453503696667715,0.3270038536244075,-0.13746071003625085,3.928113100492151,8.410596002592209,-0.4992825090211168,-0.11747086352967444,0.26373533318055653,14.551458353079761,4.196364626895266,-1.1691551004007075,-2.2269554,4.3948174,3
5.5922,35.0,6.219373219373219,1.0341880341880343,988.0,2.814814814814815,34.45,-119.71,3.844,34.45,-119.71,0.8215378095213399,0.14646460127716351,-0.007536432639129387,-0.006810514430609221,0.00835820883471673,0.042129381794951466,0.33667081709792585,0.09725791873143773,15.316166845151562,4.1627532810595,0.2380003843665339,-0.26384954271810823,0.22253889217189077,1.91466146971119,3.930216384903008,3.240948089110344,2.2910504,10.432538,5
4.9879,28.0,6.517985611510792,1.0575539568345325,853.0,3.068345323741007,37.67,-121.87,2.294,37.67,-121.87,0.2150020656435364,0.016760720321833608,0.05053535006768622,0.007043835239182928,0.008472108015496312,-0.16989388059429467,-0.25673986269865273,0.22751467735674258,4.587505236473446,0.1918389433610118,1.4913304222604298,0.11937858055906199,0.33351642592074854,-3.403548562120739,-3.508174246086881,2.162053466663525,10.906695,3.3370638,6
4.1679,41.0,6.617486338797814,1.3715846994535519,915.0,2.5,37.05,-122.05,2.013,37.05,-122.05,0.13774429714864256,0.1024430502905247,0.068081769495423,0.03599269670115196,0.006766909416758821,0.1692082997229647,-0.0005446827542745428,0.2702239741496574,1.4196914650689554,2.606181552758918,1.8297230378614735,0.617331628479101,0.10480278664639564,3.569612668709653,2.6088957859106365,3.0420873579818237,10.235209,4.354742,6
2.9531,28.0,4.341753343239227,1.098068350668648,3013.0,4.476968796433878,33.91,-118.16,1.271,33.91,-118.16,-0.3561382829998604,0.022293191574505003,-0.025760889256581748,0.02557780717992119,0.02191373858603548,-0.28357039263503214,0.29969553919783165,-0.16305270501881577,-8.306104674065672,0.5143536139675312,0.007848637683302922,0.44217693700012145,0.6862992774899455,-5.764330275338176,4.526657312217395,-1.2877406963943718,-2.8759947,-6.0530334,3
1.2904,46.0,3.081081081081081,0.990990990990991,1109.0,3.33033033033033,37.95,-121.28,0.633,37.95,-121.28,-0.6757151025496047,0.015486397563895632,0.0793612996466358,-0.017996440066108454,0.008275608998869678,-0.15117204022766043,-0.5469327607853678,0.09409098875042757,-14.915780445533201,-0.5932053824755995,2.546760403258797,-0.28599678205811413,0.23148513592426032,-2.667202974491455,-7.154899321958717,-1.0532016060442242,15.151067,-2.8803413,0
