feat_MedInc,feat_HouseAge,feat_AveRooms,feat_AveBedrms,feat_Population,feat_AveOccup,feat_Latitude,feat_Longitude,price,Latitude,Longitude,shap2_0,shap2_1,shap2_2,shap2_3,shap2_4,shap2_5,shap2_6,shap2_7,shap2_8,shap2_9,shap2_10,shap2_11,shap2_12,shap2_13,shap2_14,shap2_15,shap2_16,shap2_17,shap2_18,shap2_19,shap2_20,shap2_21,shap2_22,shap2_23,shap2_24,shap2_25,shap2_26,shap2_27,umap_1,umap_2,cluster
2.1991,47.0,4.712765957446808,1.0425531914893618,517.0,2.75,37.97,-121.24,0.672,37.97,-121.24,-0.037712972163726224,-0.014120123867067009,-0.00205379363802064,-0.0019146597023049852,0.007492892745622449,0.00698692136820064,0.003674704663313811,-6.872779271289673e-05,-0.00029106238742115454,0.0004032035432524152,-0.00601020476085075,-0.019881717625422162,-0.0007770518052128084,-0.0002634588729797561,-0.001925413529528558,0.002717508826422046,0.003198587768400828,-0.00401881222558945,-0.0015549070677812816,-0.00039405027500101736,0.0025052569614814795,0.001767266064885265,0.0005286126573632005,-0.003242519655747636,0.0028252594247034388,0.0058836046134421414,0.001698519386175553,-0.14645848884156637,8.851827,5.9986143,1
2.3043,32.0,5.649606299212598,1.0905511811023625,690.0,2.716535433070866,40.02,-122.06,0.684,40.02,-122.06,-0.011106300657156194,-0.021884454007131692,-0.0020571000491226665,-0.002997709577321967,0.0027388899970835017,0.006200935844362,0.02499425705014985,0.00023418034001456775,0.0003215158244700345,9.918551118655883e-05,-0.0007517875025756237,-0.007098886549642092,0.001387721088648318,-0.0006579683766289485,0.0008492181702248655,0.0016348453124366813,-0.0007484894997915236,0.002957936056922967,-0.00013844249577028487,-0.0005414626490233958,-0.004109509997320928,-0.00021942331426474682,0.0007656815458050533,0.002423379444253264,0.0026746126939236046,-0.001423040358575803,0.0046544968521093355,-0.09612893473116613,9.704326,6.2532043,1
3.2188,31.0,4.511700468018721,1.0686427457098284,2104.0,3.282371294851794,37.97,-122.35,1.138,37.97,-122.35,-0.004277744988009831,0.01805922218103082,-0.0015378408784642208,-0.001582457187298856,-0.00643092849550882,-0.014400173159003729,0.016344718735252076,0.0010976520869737738,0.0001559387109148777,3.910299888855369e-05,-0.012630505444145464,-0.009783955666897487,0.001525608396933293,-0.0014915295577819724,0.0001332152227962783,0.004889160262625407,0.004487009162638879,0.0002693877206875935,0.0002244788443658193,-0.000798866289665527,0.0005119135207386482,-0.0009008746092502379,0.0011518976218665596,-0.0002677609605800294,0.004122180953860166,0.07302191129597606,-0.01733236694709239,-0.20358430414706344,8.365104,3.96116,1
1.2904,46.0,3.081081081081081,0.990990990990991,1109.0,3.33033033033033,37.95,-121.28,0.633,37.95,-121.28,-0.03514320736723615,0.09181226234361745,0.0006260838833667488,0.00011930667316480711,0.03487883087247589,0.004245713987233686,0.0008229219325418608,-0.0016525490090868345,-0.00041423225377273113,0.001259953610905559,-0.008732197168998646,-0.01954080234471211,-0.0008690020080900481,-0.0007697969749539832,0.0029294473832536276,-0.001004091031237752,-0.0006635655694333996,0.0038187075172291932,-0.00040531407814777844,0.0015841367852079268,0.0015288092501864491,0.0024261815553931246,-0.001654361266647809,0.0018911811471750662,0.0012110291976934445,0.04088866361608344,-0.006244375300255483,-0.14044888044708548,8.330634,5.925143,1
4.7188,29.0,6.511278195488722,1.037593984962406,341.0,2.56390977443609,37.95,-122.04,1.971,37.95,-122.04,0.011159998838292474,0.02286940327051432,0.0002818733675386074,-0.001682996765001391,0.00983087428865644,-0.05449017735754626,-0.02800981294425464,-0.003891302704578573,-0.0002613208621239743,-0.00039258046112611934,-0.004279368030052443,-0.012650136369329379,0.001464590897615047,-0.0005043696429265743,0.007456596061600162,0.0009704096970600708,-0.013390893429888074,-0.010540670308435267,0.0034086329102000616,0.0004452574917019638,0.0023147964868640665,6.796614181507577e-05,-0.003159039181428673,-0.004851880881307634,0.002886847941162644,-0.023644057802723977,-0.0011558139625621473,-0.11905467971915566,10.207305,3.385475,1
2.5326,20.0,6.292490118577075,1.2924901185770752,647.0,2.5573122529644268,39.05,-122.86,1.368,39.05,-122.86,0.005080466155654135,-0.025996892021793814,0.00015974792710891206,-0.0005262804180061318,-0.03610035465342417,0.013894600948004538,-0.010949815543466733,-0.0006909203062588729,0.0031468511970998286,-0.00018111122005026847,0.010810507438059261,0.01837020917823175,-0.002660178737698416,-0.0003327294376485224,0.004490072836405636,-0.004146859968230954,-0.011500665392982293,0.004803382821190549,-0.0006328443174929418,-0.0012222147100688977,-0.003304158705207492,-0.02094065236170576,0.002088981871248621,-0.004426809639993627,0.002397477712799416,-0.002895362213405195,-0.0026564372630624128,-0.24102644054439648,6.5074997,2.3449569,1
3.2338,34.0,5.177570093457944,1.016822429906542,1409.0,2.633644859813084,38.14,-121.29,1.018,38.14,-121.29,-0.018903700290493843,0.004037506967235418,0.0008663835617782413,-0.0016435242891621143,-0.048585426931061326,-0.007433077493494084,-0.0022916339548990925,-0.0006014788388379379,-0.0003768927148468402,0.000895427925628806,-0.007848554294453317,-0.012548109392123672,-2.3585289222114884e-05,0.0005914502090866598,0.00018096430310382826,-0.0014768746364418823,0.00242253849487581,-0.003471720357839638,-0.00018523896147384293,-0.0001845071803274779,0.0026128256333170933,0.0009588726154923289,-0.0002452546115259392,0.0006186773053281889,0.0005773446563950121,0.018311270909968983,0.0006847661271153048,-0.14740380296143754,9.768397,4.213759,1
4.0132,14.0,6.27327935222672,1.0506072874493928,1447.0,2.92914979757085,40.64,-122.08,1.412,40.64,-122.08,0.002831351921314705,0.012464312049774332,-0.0019323789999711643,-0.00045976457564087295,-0.019091405331566027,-0.04423534573965892,-0.01663094583769257,0.0053100398529612874,-0.000515669722448547,-0.00027413346202695963,0.020638534500674304,0.023146871036903872,0.0004666402837372045,0.0016355809113676014,-0.0003074224755035752,-0.000281039066197651,-0.011248751736840378,0.001095715254267121,0.0008491212083633838,0.00048096725871856996,0.0004020281500983605,0.0019757490703684903,-0.0005286536281835807,0.0006667665888252529,0.0006141369769585766,0.028521509766802493,-0.0005143834281539341,-0.12905907996426555,11.042448,3.5619965,1
4.0417,34.0,7.040816326530612,1.2142857142857142,784.0,2.6666666666666665,37.96,-122.32,1.828,37.96,-122.32,-0.012481848326210425,0.011268230155764376,0.0005371658096193121,-0.0015940745119378081,-0.0361122698157435,-0.055795271630445176,-0.002215526074409835,0.004569836049052075,0.002906250720557499,0.0008360282162858933,-0.008392244612110149,-0.013755194302219076,0.0019211979212002174,0.0006091028575324303,0.0037598212405642152,-0.0012948422636393088,-0.031074622547043417,-0.0031765996831688336,0.0010336159038649446,-0.001499991706579722,0.013086955418829834,-0.024103141814117626,0.002034743645621038,0.0022617970142302037,-0.0014375411662266172,0.022592104443556964,-0.013136148780486492,-0.2003740363006092,8.391966,3.361258,1
2.3152,10.0,3.4055944055944054,1.1048951048951048,631.0,2.2062937062937062,37.97,-122.04,1.406,37.97,-122.04,0.0734319839020874,0.06652524681733905,-0.0001789741808639779,0.0012855618465426022,-0.019146102148206046,0.019791186981268378,0.025769757583390278,-0.0005896430306647586,-0.0009793629421101073,-0.0008316523843161297,-0.015269080013277819,0.034448335947915666,0.0018142116541795196,0.00012727688331509788,-0.0023222377134122112,0.017185588712524413,0.0032580258057794786,0.004916639882030789,-0.00026881091035424053,-0.0010694726870047236,-0.0046502593381974175,-0.002529636416444451,0.001623078432044492,-0.003709541650034897,0.002822077199762388,-0.05187497621746724,-0.008868442504503374,-0.1243286663695775,3.3350642,11.914948,0
2.9306,23.0,5.62962962962963,1.3240740740740742,281.0,2.601851851851852,39.74,-123.15,0.7,39.74,-123.15,2.418781853886652e-05,-0.020985702055349265,0.0008681904010937633,0.0009379169366970298,-0.03927353421727526,-0.009846087817568053,0.020604010829741785,0.000486855015833455,0.0035559991978717795,-0.0002293958362509078,0.009572281449631697,0.015553561024042057,-0.001940830304862988,-0.009133357474391755,-0.000629816168824245,-0.005361381293064684,0.0018315763729676042,0.0034743788221100053,-0.002487184181475259,-0.0010249814841918705,-0.005809924370234342,-0.019562503745608403,-0.0002574635171274577,-0.00987844453201697,0.0010148142493756384,-0.00414716650452079,-0.00918373489339376,-0.27149809819455584,6.947705,2.7885702,1
